Year,Month,Day,Location,Province
2011,5,9,Campbell River ,BC
2011,5,9,Sault Ste. Marie,ON
2011,5,9,Scarborough,ON
2011,5,9,Massey,ON
2011,5,10,Vernon,BC
2011,5,11,Gravelbourg,SK
2011,5,11,Gabriola Island,BC
2011,5,11,Bighorn,AB
2011,5,11,Timmins,ON
2011,5,12,Montreal,PQ
2011,5,15,Grande Prairie,AB
2011,5,17,Guelph,ON
2011,5,18,Saltspring Island,BC
2011,5,18,The Pas,MB
2011,5,19,Restoule,ON
2011,5,19,Dryden,ON
2011,5,19,Surrey,BC
2011,5,20,Vancouver,BC
2011,5,20,Hamilton,ON
2011,5,20,Toronto,ON
2011,5,20,Fort Erie,ON
2011,5,21,Halifax,NS
2011,5,21,Toronto,ON
2011,5,21,Sarnia,ON
2011,5,21,Dundas,ON
2011,5,21,Brantford,ON
2011,5,21,Cobourg,ON
2011,5,21,Lanigan,SK
2011,5,21,Hamilton,ON
2011,5,22,Lethbridge,AB
2011,5,22,Toronto,ON
2011,5,22,Fort Frances,ON
2011,5,22,Burlington,ON
2011,5,22,Maple,ON
2011,5,22,Toronto,ON
2011,5,22,Burlington,ON
2011,5,22,Kitchener,ON
2011,5,22,Pickering,ON
2011,5,22,Oakville,ON
2011,5,22,Hamilton,ON
2011,5,22,Oakville,ON
2011,5,23,Golden Lake,ON
2011,5,23,Brantford,ON
2011,5,24,Oshawa,ON
2011,5,25,Winnipeg,MB
2011,5,25,St. Catharine's,ON
2011,5,28,Toronto,ON
2011,5,29,Onigaming FN,ON
2011,5,30,Peterborough,ON
2011,5,30,Whitby,ON
2011,6,1,St. Andrews,NB
2011,6,1,Prince George ,BC
2011,6,2,St. Andrews,NB
2011,6,3,Harrow,ON
2011,6,3,Montreal,PQ
2011,6,4,Maple Ridge,BC
2011,6,5,Lethbridge,AB
2011,6,5,Montreal,PQ
2011,6,5,Hamilton,ON
2011,6,5,Woodstock,ON
2011,6,5,Spruce Grove,AB
2011,6,8,Moose Jaw,SK
2011,6,10,Montreal,PQ
2011,6,11,Milton,ON
2011,6,11,Winnipeg,MB
2011,6,11,Lee River,MB
2011,6,12,Leduc,AB
2011,6,12,Cochrane,AB
2011,6,14,Maple Ridge,ON
2011,6,14,Skaha Beach,BC
2011,6,16,Winnipeg,MB
2011,6,16,Hamilton,ON
2011,6,17,St. Albert,AB
2011,6,18,Winnipeg,MB
2011,6,18,St. Andrews,NB
2011,6,18,Garson,ON
2011,6,18,Montreal,PQ
2011,6,18,Montreal,PQ
2011,6,18,Niagara-on-the-Lake,ON
2011,6,18,Meaford,ON
2011,6,18,Oakbank,MB
2011,6,18,Headingley,MB
2011,6,18,Winnipeg,MB
2011,6,18,Niagara-on-the-Lake,ON
2011,6,18,Niagara-on-the-Lake,ON
2011,6,18,Swan River,MB
2011,6,19,Gaspe,PQ
2011,6,19,Altona,MB
2011,6,19,Winnipeg,MB
2011,6,20,Prince George ,BC
2011,6,20,Prince George,BC
2011,6,20,Winnipeg,MB
2011,6,21,Hamilton,ON
2011,6,21,Moose Jaw,SK
2011,6,22,Moose Jaw,SK
2011,6,22,Winnipeg,MB
2011,6,23,Ottawa,ON
2011,6,24,Falcon Lake,MB
2011,6,24,Ladysmith,BC
2011,6,26,Toronto,ON
2011,6,26,Barrie,ON
2011,6,26,Montreal,PQ
2011,6,27,Montreal,PQ
2011,6,27,Montreal,PQ
2011,6,28,Altona,MB
2011,6,28,Sydney,NS
2011,6,29,Oakville,ON
2011,6,29,Port Hope,ON
2011,6,30,Toronto,ON
2011,6,30,St. Catharines,ON
2011,6,30,Toronto,ON
2011,6,30,Montreal,PQ
2011,6,30,Montreal,PQ
2011,6,30,Sooke,BC
2011,6,30,Quebec City,PQ
2011,7,1,Dunnville,ON
2011,7,1,London,ON
2011,7,1,Hanover,ON
2011,7,1,Cambridge,ON
2011,7,1,Cambridge,ON
2011,7,1,Cambridge,ON
2011,7,1,Brantford,ON
2011,7,1,Paris,ON
2011,7,1,St. Catharines,ON
2011,7,1,Cambridge,ON
2011,7,1,Winnipeg,MB
2011,7,1,Niagara Falls,ON
2011,7,1,Cambridge,ON
2011,7,1,Arnprior,ON
2011,7,1,Aylmer,PQ
2011,7,2,Boblo Island,ON
2011,7,2,Minnedosa,MB
2011,7,2,Calgary,AB
2011,7,2,La Ronge ,SK
2011,7,2,Winnipeg,MB
2011,7,2,St. Catharines,ON
2011,7,2,Port Dover,ON
2011,7,2,Cambridge,ON
2011,7,3,Winnipeg,MB
2011,7,3,Ste. Anne,MB
2011,7,3,Brantford,ON
2011,7,3,Cambridge,ON
2011,7,3,Port Dover,ON
2011,7,3,Brantford,ON
2011,7,3,Orangeville,ON
2011,7,4,Cooks Mills,ON
2011,7,4,Hamilton,ON
2011,7,5,Calgary,AB
2011,7,5,Port Alberni,BC
2011,7,5,Woodstock,ON
2011,7,7,Winnipeg,MB
2011,7,7,Ottawa,ON
2011,7,8,Sherkston Shores,ON
2011,7,8,Port Hope,ON
2011,7,9,Montreal,PQ
2011,7,10,Cornwall,ON
2011,7,10,Grand Bend,ON
2011,7,11,Iqaluit,NU
2011,7,11,Burnaby,BC
2011,7,11,Langley,BC
2011,7,12,Quebec City,PQ
2011,7,13,Kemptville,ON
2011,7,15,Verdun,PQ
2011,7,15,West Kelowna,BC
2011,7,16,Hamilton,ON
2011,7,16,Magnetawan,ON
2011,7,16,Hanover,ON
2011,7,16,Grand Bend,ON
2011,7,16,Winnipeg,MB
2011,7,16,Red Deer,AB
2011,7,16,Port Colbourne,ON
2011,7,17,St. Catharines,ON
2011,7,17,Little Abitibi Lake,ON
2011,7,17,Ignace,ON
2011,7,17,Halifax,NS
2011,7,17,Halifax,NS
2011,7,17,Halifax,NS
2011,7,18,Scarborough,ON
2011,7,19,Nanaimo,BC
2011,7,20,West St. Paul,MB
2011,7,20,Kitchener,ON
2011,7,21,Stevensville,ON
2011,7,22,Sarnia,ON
2011,7,22,Long Point,ON
2011,7,23,Hamilton,ON
2011,7,23,Nelson,BC
2011,7,23,Ft. McMurray,AB
2011,7,23,Orillia,ON
2011,7,23,Edmonton,AB
2011,7,24,Calgary,AB
2011,7,24,Montreal,PQ
2011,7,25,Caledon,ON
2011,7,25,Miette Hotsprings,AB
2011,7,27,Fort McMurray,AB
2011,7,27,Toronto,ON
2011,7,27,Collingwood,ON
2011,7,28,Medicine Hat,AB
2011,7,28,Moncton,NB
2011,7,29,Surrey,BC
2011,7,29,Vancouver,BC
2011,7,30,Hecla,MB
2011,7,30,Snaring,AB
2011,7,30,Ile-Perot,PQ
2011,7,30,Hamilton,ON
2011,7,30,Cobourg,ON
2011,7,31,Tillsonburg,ON
2011,7,31,Medicine Hat,AB
2011,7,31,Toronto,ON
2011,7,31,Kenora,ON
2011,7,31,Petawawa,ON
2011,8,1,Port Alberni,BC
2011,8,1,Ottawa,ON
2011,8,1,Ville-Marie,PQ
2011,8,1,Edmonton,AB
2011,8,2,Lac LaRonge,SK
2011,8,2,Calgary,AB
2011,8,2,Thunder Bay,ON
2011,8,3,Mission,BC
2011,8,3,Chapel Island,NS
2011,8,3,Calgary,AB
2011,8,4,Quadra Island,BC
2011,8,4,Adams Lake,BC
2011,8,4,Chilliwack,BC
2011,8,5,Erieau,ON
2011,8,5,Honey Harbour,ON
2011,8,6,Abbotsford,BC
2011,8,6,Whitehorse,YK
2011,8,6,Guelph,ON
2011,8,6,Vancouver,BC
2011,8,6,Campbell River,BC
2011,8,6,Kitchener,ON
2011,8,7,Surrey,BC
2011,8,8,Salmo,BC
2011,8,8,New Hazelton,BC
2011,8,8,Toronto,ON
2011,8,8,Miramichi,NB
2011,8,9,Nepean,ON
2011,8,10,Huntsville,ON
2011,8,12,Calgary,AB
2011,8,12,Brampton,ON
2011,8,12,Airdrie,AB
2011,8,13,Toronto,ON
2011,8,13,Brantford,ON
2011,8,13,Horne Lake,BC
2011,8,14,Brantford,ON
2011,8,14,Brantford,ON
2011,8,14,Cheticamp,NS
2011,8,14,Winnipeg,MB
2011,8,14,Airdrie,AB
2011,8,14,Red Deer,AB
2011,8,14,Vancouver,BC
2011,8,15,Bracebridge,ON
2011,8,15,Sauble Falls,ON
2011,8,15,Mattawa,ON
2011,8,16,Vancouver,BC
2011,8,16,Leamington,ON
2011,8,16,Altona,MB
2011,8,16,St. Albert,AB
2011,8,16,Maple Ridge,BC
2011,8,16,Maple Ridge,BC
2011,8,17,St. Thomas,ON
2011,8,17,Winnipeg,MB
2011,8,17,Prince George,BC
2011,8,18,Calgary,AB
2011,8,19,Rexton,NB
2011,8,19,Winnipeg,MB
2011,8,19,Winnipeg,MB
2011,8,19,Lockport,MB
2011,8,19,Calgary,AB
2011,8,19,Calgary,AB
2011,8,19,Toronto,ON
2011,8,20,Red Deer,AB
2011,8,20,Toronto,ON
2011,8,20,Caledon,ON
2011,8,20,North Vancouver,BC
2011,8,21,Gander,NF
2011,8,21,Regina,SK
2011,8,21,Edmonton,AB
2011,8,22,Sault Ste. Marie,ON
2011,8,22,Calgary,AB
2011,8,23,Halifax,NS
2011,8,23,Toronto,ON
2011,8,23,Sauble Beach,ON
2011,8,23,Burnaby,BC
2011,8,23,Saskatoon,SK
2011,8,23,Sarnia,ON
2011,8,23,Sarnia,ON
2011,8,23,Altona,MB
2011,8,24,High Level,AB
2011,8,24,Ottawa,ON
2011,8,24,Red Deer,AB
2011,8,24,Victoria,BC
2011,8,24,Winnipeg,MB
2011,8,25,Ingonish,NS
2011,8,25,Mt. Currie,BC
2011,8,25,Surrey,BC
2011,8,26,Tachet,BC
2011,8,26,Ottawa,ON
2011,8,26,Vancouver,BC
2011,8,26,Kirkfield,ON
2011,8,26,Kahnawake,PQ
2011,8,26,Port Dover,ON
2011,8,26,Okotoks,AB
2011,8,26,Toronto,ON
2011,8,26,Toronto,ON
2011,8,26,Toronto,ON
2011,8,26,Glace Bay,NS
2011,8,26,Winnipeg,MB
2011,8,27,Naramata,BC
2011,8,27,Vernon,BC
2011,8,27,Brantford,ON
2011,8,27,Vancouver,BC
2011,8,27,Selkirk,MB
2011,8,27,Selkirk,MB
2011,8,27,Chicoutimi,PQ
2011,8,27,Sauble Beach,ON
2011,8,28,Calgary,AB
2011,8,28,Errington,BC
2011,8,28,Mission,BC
2011,8,28,Beaumont,AB
2011,8,28,Alliston,ON
2011,8,28,Matlock,MB
2011,8,29,St. Andrews,NB
2011,8,29,Kanata,ON
2011,8,29,Moncton,NB
2011,8,29,Winnipeg,MB
2011,8,29,Saskatoon,SK
2011,8,30,Oakville,ON
2011,8,30,Airdrie,AB
2011,8,30,St. John,NB
2011,8,30,Minden,ON
2011,8,30,Bowen Island,BC
2011,8,30,Geary,NB
2011,8,31,Toronto,ON
2011,8,31,Rothesay,NB
2011,8,31,Port Elgin,ON
2011,8,31,St. Andrews,NB
2011,8,31,St. Stephen,NB
2011,8,31,Brampton,ON
2011,8,31,White Rock,BC
2011,9,1,Montreal,PQ
2011,9,1,Wellington,NS
2011,9,1,Neepawa,MB
2011,9,2,Port McNeill,BC
2011,9,2,Alliston,ON
2011,9,3,Brantford,ON
2011,9,3,Saugeen Shores ,ON
2011,9,3,Richmond Hill,ON
2011,9,3,Lethbridge,AB
2011,9,3,Southampton,ON
2011,9,3,Mississauga,ON
2011,9,4,Vancouver,BC
2011,9,4,White Lake,MB
2011,9,4,Cambridge,ON
2011,9,4,Outlook,SK
2011,9,4,Buffalo Point,MB
2011,9,4,Steenburg Lake,ON
2011,9,6,Spruce Grove,AB
2011,9,6,Toronto,ON
2011,9,6,Deline,NT
2011,9,7,Caslan,AB
2011,9,7,Calgary,AB
2011,9,7,Winnipeg,MB
2011,9,7,Toronto,ON
2011,9,8,Spruce Grove,AB
2011,9,8,Spruce Grove,AB
2011,9,9,Toronto,ON
2011,9,9,St. Catharines,ON
2011,9,9,Red Deer,AB
2011,9,10,Maple Ridge,BC
2011,9,10,Maple Ridge,BC
2011,9,10,Westlake,ON
2011,9,10,Millbrook,ON
2011,9,10,Millbrook,ON
2011,9,10,Belleville,ON
2011,9,10,Cambridge,ON
2011,9,10,Oakville,ON
2011,9,10,Rustico,PI
2011,9,11,Windsor,ON
2011,9,11,Winnipeg,MB
2011,9,12,Hope,BC
2011,9,13,Temiscaming,PQ
2011,9,13,Michel Village,SK
2011,9,14,Calgary,AB
2011,9,14,London,ON
2011,9,15,Moncton,NB
2011,9,15,Kenora,ON
2011,9,16,Scarborough,ON
2011,9,16,Dieppe,NB
2011,9,17,Hamilton,ON
2011,9,17,Sherbrooke,PQ
2011,9,19,Mississauga,ON
2011,9,19,Tsawwassen,BC
2011,9,20,Edmonton,AB
2011,9,20,Delta,BC
2011,9,20,St. Thomas,ON
2011,9,20,Burnaby,BC
2011,9,20,Midland,ON
2011,9,21,Brantford,ON
2011,9,21,Brampton,ON
2011,9,22,Scarborough,ON
2011,9,22,Winnipeg,MB
2011,9,22,Calgary,AB
2011,9,23,Kelowna,BC
2011,9,24,Spruce Grove,AB
2011,9,24,Parson,BC
2011,9,24,Toronto,ON
2011,9,24,Saskatoon,SK
2011,9,24,Lower Island Cove,NF
2011,9,24,Petersfield,MB
2011,9,24,Calgary,AB
2011,9,24,Leduc,AB
2011,9,24,St-Damase,PQ
2011,9,24,Beaumont,AB
2011,9,24,Calgary,AB
2011,9,24,London,ON
2011,9,26,Fraserwood,MB
2011,9,26,Parson,BC
2011,9,26,Saskatoon,SK
2011,9,26,Orono,ON
2011,9,26,Kamloops,BC
2011,9,27,Kamloops,BC
2011,9,27,Thunder Bay,ON
2011,9,28,Headingley,MB
2011,9,28,Eugenia,ON
2011,9,28,Komoka Prov. Park,ON
2011,9,29,Terrace,BC
2011,9,29,Sherwood Park,AB
2011,10,1,Thunder Bay,ON
2011,10,1,Beaverton,ON
2011,10,1,Toronto,ON
2011,10,2,Toronto,ON
2011,10,2,Williams Lake,BC
2011,10,2,Toronto,ON
2011,10,3,Prince Rupert,BC
2011,10,3,Windsor,ON
2011,10,4,London,ON
2011,10,4,London,ON
2011,10,5,Ottawa,ON
2011,10,6,Toronto,ON
2011,10,6,Toronto,ON
2011,10,6,London,ON
2011,10,6,Montreal,PQ
2011,10,6,Montreal,PQ
2011,10,7,Winnipeg,MB
2011,10,8,Gananoque,ON
2011,10,8,Quispamsis,NB
2011,10,8,Bridgewater,NS
2011,10,8,Fenelon Falls,ON
2011,10,8,Toronto,ON
2011,10,8,Kitchener,ON
2011,10,8,St. John,NB
2011,10,8,Bridgewater,NS
2011,10,9,Edmonton,AB
2011,10,9,Windsor,ON
2011,10,9,Waterdown,ON
2011,10,9,Angus,ON
2011,10,9,Lambton Shores,ON
2011,10,9,Grafton,ON
2011,10,10,Kitchener,ON
2011,10,10,Toronto,ON
2011,10,10,Hamilton,ON
2011,10,10,Orangeville,ON
2011,10,10,Toronto,ON
2011,10,10,Niagara Falls,ON
2011,10,11,Brantford,ON
2011,10,13,Montreal,PQ
2011,10,13,Montreal,PQ
2011,10,13,Halifax,NS
2011,10,14,Toronto,ON
2011,10,16,Powell River,BC
2011,10,17,Lac LaRonge,SK
2011,10,17,Baie-Comeau,PQ
2011,10,17,Edmonton,AB
2011,10,17,Eastern Passage,NS
2011,10,18,Montreal,PQ
2011,10,18,Montreal,PQ
2011,10,19,Gibbons,AB
2011,10,19,Williams Lake,BC
2011,10,20,Kelowna,BC
2011,10,20,Kelowna,BC
2011,10,20,Kelowna,BC
2011,10,20,Edmonton,AB
2011,10,20,Surrey,BC
2011,10,20,Williams Lake,BC
2011,10,20,Calgary,AB
2011,10,21,Williams Lake,BC
2011,10,21,Kahnawake,PQ
2011,10,22,Delta,BC
2011,10,22,Manitoulin Island,ON
2011,10,22,Qualicum,BC
2011,10,22,Kahnawake,PQ
2011,10,22,Montreal,PQ
2011,10,23,Calgary,AB
2011,10,23,Port Colborne,ON
2011,10,23,Ottawa,ON
2011,10,23,Montreal,PQ
2011,10,24,Brampton,ON
2011,10,24,Levis,PQ
2011,10,24,Amherstburg,ON
2011,10,24,Chisasibi,PQ
2011,10,25,Brighton,ON
2011,10,26,Brighton,ON
2011,10,27,East Sooke,BC
2011,10,27,Toronto,ON
2011,10,27,Calgary,AB
2011,10,28,Calgary,AB
2011,10,28,Dawson City,YK
2011,10,28,Oshawa,ON
2011,10,29,Bragg Creek,AB
2011,10,29,Calgary,AB
2011,10,29,Surrey,BC
2011,10,29,Pine Falls,MB
2011,10,29,Bedford,NS
2011,10,31,Windsor,ON
2011,10,31,Abbotsford,BC
2011,10,31,Airdrie,AB
2011,11,1,Edmonton,AB
2011,11,2,Poplar River,MB
2011,11,2,Niagara Falls,ON
2011,11,3,Gibsons,BC
2011,11,3,Scarborough Bluffs,ON
2011,11,3,Cobourg,ON
2011,11,5,Otterville,ON
2011,11,5,Toronto,ON
2011,11,5,Brantford,ON
2011,11,6,Calgary,AB
2011,11,6,Moncton,NB
2011,11,7,Abbotsford,BC
2011,11,7,Falun,AB
2011,11,7,Scarborough,ON
2011,11,7,Scarborough,ON
2011,11,8,Sudbury,ON
2011,11,9,Corner Brook,NF
2011,11,11,Calgary,AB
2011,11,11,Hamilton,ON
2011,11,11,King City,ON
2011,11,13,Surrey,BC
2011,11,14,Victoria,BC
2011,11,16,Calgary,AB
2011,11,16,Beamsville,ON
2011,11,16,Calgary,AB
2011,11,17,Ottawa,ON
2011,11,17,Calgary,AB
2011,11,18,Toronto,ON
2011,11,20,North Vancouver,BC
2011,11,20,Cloverdale,BC
2011,11,20,Cloverdale,BC
2011,11,20,Wawota,SK
2011,11,20,Norman Wells,NT
2011,11,21,Penetanguishene,ON
2011,11,23,Harrow,ON
2011,11,23,Toronto,ON
2011,11,23,London,ON
2011,11,23,Burnaby,BC
2011,11,25,Sarnia,ON
2011,11,28,Nanaimo,BC
2011,11,28,White Rock,BC
2011,11,28,Roberts Creek,BC
2011,11,30,Vancouver,BC
2011,11,30,Grande Prairie,AB
2011,12,1,Whistler,BC
2011,12,2,Durham,ON
2011,12,2,Gatineau,PQ
2011,12,4,Bolton,ON
2011,12,5,North Delta,BC
2011,12,8,Hammonds Plains,NS
2011,12,9,Halifax,NS
2011,12,9,Langley,BC
2011,12,10,Claremont ,PQ
2011,12,12,Morris,MB
2011,12,12,Winnipeg,MB
2011,12,12,Langley,BC
2011,12,12,Guelph,ON
2011,12,12,Burlington,ON
2011,12,15,Fort Nelson,BC
2011,12,15,Great Falls,MB
2011,12,19,Calgary,AB
2011,12,19,Calgary,AB
2011,12,19,Surrey,BC
2011,12,20,Calgary,AB
2011,12,20,Napanee,ON
2011,12,21,Halifax,NS
2011,12,21,Coquitlam,BC
2011,12,22,Calgary,AB
2011,12,22,Kamloops,BC
2011,12,22,Edmonton,AB
2011,12,22,Cloverdale,BC
2011,12,22,Cloverdale,BC
2011,12,22,Surrey,BC
2011,12,22,Cloverdale,BC
2011,12,23,North Battleford,SK
2011,12,23,Scarborough,ON
2011,12,24,Surrey,BC
2011,12,24,Valcourt,PQ
2011,12,24,Surrey,BC
2011,12,24,Surrey,BC
2011,12,24,Surrey,BC
2011,12,24,Edmonton,AB
2011,12,24,Edmonton,AB
2011,12,24,Belleville,ON
2011,12,24,Waterloo,ON
2011,12,24,Guelph,ON
2011,12,24,Surrey,BC
2011,12,24,Surrey,BC
2011,12,24,Peterborough,ON
2011,12,24,Edmonton,AB
2011,12,25,Cambridge,ON
2011,12,25,Corner Brook,NF
2011,12,26,Vancouver,BC
2011,12,26,Dundas,ON
2011,12,26,Edmonton,AB
2011,12,27,Brantford,ON
2011,12,28,Abbotsford,BC
2011,12,29,Penticton,BC
2011,12,30,Red Deer,AB
2011,12,31,Calgary,AB
2011,12,31,Eskasoni,NS
2011,12,31,Vancouver,BC
2011,12,31,Vancouver,BC
2011,12,31,Oshawa,ON
2011,12,31,Beamsville,ON
2011,12,31,Beamsville,ON
2011,12,31,Glencoe,ON
2011,12,31,Mattawa,ON
2011,12,31,Pembroke,ON
2011,12,31,Barrie,ON
2011,12,31,London,ON
2011,12,31,Pembroke,ON
2011,12,31,Cloverdale,BC
2011,12,31,Kelowna,BC
2012,1,1,Barrie,ON
2012,1,1,Barrie,ON
2012,1,1,Blue Mountain,ON
2012,1,1,Barrie,ON
2012,1,1,London,ON
2012,1,1,Surrey,BC
2012,1,1,Barrie,ON
2012,1,1,Barrie,ON
2012,1,1,Grande Prairie,AB
2012,1,1,Duncan,BC
2012,1,1,Duncan,BC
2012,1,1,St. John's,NF
2012,1,1,Barrie,ON
2012,1,1,Guelph,ON
2012,1,1,Guelph,ON
2012,1,1,St. John's,NF
2012,1,1,Cambridge,ON
2012,1,1,Cambridge,ON
2012,1,1,Camrose,AB
2012,1,1,Montreal,PQ
2012,1,1,Skootamatta Lake,ON
2012,1,1,Camrose,AB
2012,1,1,Red Deer,AB
2012,1,1,Brantford,ON
2012,1,1,St-Henri-de-Taillon,PQ
2012,1,1,Blue Mountain,ON
2012,1,2,Lipton,SK
2012,1,3,Kelowna,BC
2012,1,3,Winnipeg,MB
2012,1,4,Birds Hill,MB
2012,1,5,Gabriola Island,BC
2012,1,6,Anola,MB
2012,1,6,Edmonton,AB
2012,1,7,Hamilton,ON
2012,1,7,Maple Ridge,BC
2012,1,8,Sault Ste. Marie,ON
2012,1,9,Sherwood Park,AB
2012,1,9,Cornwall,PI
2012,1,9,Cornwall,PI
2012,1,9,St. John's,NF
2012,1,10,London,ON
2012,1,10,Trout Creek,BC
2012,1,11,Peachland,BC
2012,1,11,Gibsons,BC
2012,1,11,Edmonton,AB
2012,1,11,Edmonton,AB
2012,1,11,Edmonton,AB
2012,1,11,Edmonton,AB
2012,1,11,Edmonton,AB
2012,1,11,Edmonton,AB
2012,1,11,Edmonton,AB
2012,1,12,Maple Ridge,BC
2012,1,13,Edmonton,AB
2012,1,13,Nanaimo,BC
2012,1,14,Oka,PQ
2012,1,14,Oka,PQ
2012,1,15,Winnipeg,MB
2012,1,15,Chatsworth,ON
2012,1,15,Alma,PQ
2012,1,15,Mattawa,ON
2012,1,16,Montreal,PQ
2012,1,16,Surrey,BC
2012,1,17,Surrey,BC
2012,1,17,Antigonish,NS
2012,1,17,Creemore,ON
2012,1,18,The Pas,MB
2012,1,18,Trenton,ON
2012,1,19,Amherst,NS
2012,1,20,London,ON
2012,1,20,Sarnia,ON
2012,1,21,Oshawa,ON
2012,1,21,Toronto,ON
2012,1,22,Winona,ON
2012,1,22,Drummondville,PQ
2012,1,22,Surrey,BC
2012,1,22,Surrey,BC
2012,1,22,Kelowna,BC
2012,1,24,Stanley Mission,SK
2012,1,25,Red Deer,AB
2012,1,25,Timmins,ON
2012,1,25,Timmins,ON
2012,1,26,Victoria,BC
2012,1,26,Victoria,BC
2012,1,26,Victoria,BC
2012,1,26,Montreal,PQ
2012,1,26,Calgary,AB
2012,1,26,Boisetown,NB
2012,1,26,Victoria,BC
2012,1,26,Halifax,NS
2012,1,26,Surrey,BC
2012,1,27,Grand Rapids,MB
2012,1,27,Happy Valley-Goose Bay,NF
2012,1,27,Edmonton,AB
2012,1,28,Brampton,ON
2012,1,28,The Narrows,MB
2012,1,28,Barrie,ON
2012,1,28,Calgary,AB
2012,1,29,Windsor,ON
2012,1,29,Edmonton,AB
2012,1,30,Clayton Park,NS
2012,1,30,Calgary,AB
2012,1,30,Clementsport,NS
2012,1,30,Gibbons,AB
2012,1,31,Stony Plain,AB
2012,2,1,Edmonton,AB
2012,2,2,Wabamum,AB
2012,2,3,Vernon,BC
2012,2,3,Calgary,AB
2012,2,3,Langford,BC
2012,2,4,Kindersley,SK
2012,2,4,Sherwood Park,AB
2012,2,4,Ile-a-la-crosse,SK
2012,2,4,Terrace,BC
2012,2,4,Orangeville,ON
2012,2,4,North Delta,BC
2012,2,4,Mission,BC
2012,2,4,Kimberley,BC
2012,2,4,Kindersley,SK
2012,2,5,Surrey,BC
2012,2,5,Kenora,ON
2012,2,5,Bonavista,NF
2012,2,5,Calgary,AB
2012,2,6,Sherwood Park,AB
2012,2,6,Kitchener,ON
2012,2,6,Kitchener,ON
2012,2,6,Ottawa,ON
2012,2,6,Brampton,ON
2012,2,7,Coquitlam,BC
2012,2,7,Prince George,BC
2012,2,7,Brantford,ON
2012,2,7,Innisfil,ON
2012,2,8,Toronto,ON
2012,2,8,Edmonton,AB
2012,2,8,Calgary,AB
2012,2,9,Edmonton,AB
2012,2,9,South Shore,NS
2012,2,10,Edmonton,AB
2012,2,10,Winnipeg,MB
2012,2,10,North Vancouver,BC
2012,2,10,Beaumont,AB
2012,2,10,Port Moody,BC
2012,2,11,Falcon Lake,MB
2012,2,11,Strathmore,AB
2012,2,11,Winnipeg,MB
2012,2,11,Winnipeg,MB
2012,2,11,Bonavista,NF
2012,2,11,London,ON
2012,2,11,London,ON
2012,2,12,Edmonton,AB
2012,2,14,Winnipeg,MB
2012,2,14,Calgary,AB
2012,2,14,Calgary,AB
2012,2,14,Port Alberni,BC
2012,2,15,Montreal,PQ
2012,2,15,Halifax,NS
2012,2,16,Iroquois Falls,ON
2012,2,17,Banff,AB
2012,2,17,Winnipeg,MB
2012,2,18,Hamilton,ON
2012,2,18,Sooke,BC
2012,2,18,Terrace,BC
2012,2,18,Port Alberni,BC
2012,2,18,Port Moody,BC
2012,2,18,Stratford,ON
2012,2,18,Port Moody,BC
2012,2,19,Okotoks,AB
2012,2,19,Ottawa,ON
2012,2,19,South Gillies,ON
2012,2,20,Nominingue,PQ
2012,2,21,Edmonton,AB
2012,2,21,Edmonton,AB
2012,2,21,Edson,AB
2012,2,21,Elk Island Park,AB
2012,2,21,Fort McMurray,AB
2012,2,21,Edmonton,AB
2012,2,21,Wainwright,AB
2012,2,21,Medicine Hat,AB
2012,2,21,Biggar,SK
2012,2,21,Biggar,SK
2012,2,21,Calgary,AB
2012,2,21,Calgary,AB
2012,2,21,Edmonton,AB
2012,2,21,Edmonton,AB
2012,2,21,Edmonton,AB
2012,2,21,Halifax,NS
2012,2,21,Saskatoon,SK
2012,2,22,Langford,BC
2012,2,22,St. Albert,AB
2012,2,22,Grand Prairie,AB
2012,2,23,Ottawa,ON
2012,2,23,Laval,PQ
2012,2,23,High River,AB
2012,2,23,High River,AB
2012,2,24,Dartmouth,NS
2012,2,25,Duncan,BC
2012,2,25,Elmira,ON
2012,2,25,Winnipeg,MB
2012,2,26,Oakville,ON
2012,2,26,Abbotsford,BC
2012,2,26,Ashcroft,BC
2012,2,26,Fort McMurray,AB
2012,2,26,Halifax,NS
2012,2,26,Kelowna,BC
2012,2,26,Vernon,BC
2012,2,27,Oakville,ON
2012,2,27,Edmonton,AB
2012,2,27,Edmonton,AB
2012,2,27,Surrey,BC
2012,2,28,Oshawa,ON
2012,2,28,Ottawa,ON
2012,2,28,Chambly,PQ
2012,2,28,Hull,ON
2012,2,28,Longueuil,PQ
2012,2,28,Longueuil,PQ
2012,2,28,Montreal,PQ
2012,2,28,Ottawa,ON
2012,2,28,Ottawa,ON
2012,2,28,La Salle,PQ
2012,2,28,Ottawa,ON
2012,2,28,Montreal,PQ
2012,2,28,St-Martyrs-Canadians,PQ
2012,2,28,Carlsbad Springs,ON
2012,2,28,Montreal,PQ
2012,2,28,Nepean,ON
2012,2,28,Iberville,PQ
2012,2,28,Halifax,NS
2012,2,28,Summerstown,ON
2012,2,29,Cobourg,ON
2012,2,29,Moncton,NB
2012,2,29,Moncton,NB
2012,2,29,Sherwood Park,AB
2012,2,29,Heckell Hill,YK
2012,2,29,Scarborough,ON
2012,3,1,Sherwood Park,AB
2012,3,1,Salmon Arm,BC
2012,3,2,Terrace,BC
2012,3,3,Sherwood Park,AB
2012,3,4,Moncton,NB
2012,3,5,Surrey,BC
2012,3,6,Toledo,ON
2012,3,6,Spencerville,ON
2012,3,7,Oshawa,ON
